"ID","Version","GenBank.title","Release.date","Organism.name","Virus.Lineage","Species","Family","Length","Submitters","Strain","Isolate_x","Geo.location","Country","Collection.date","Tissue.Specimen.Source","Host","Environmental","CDS.count","Artificial","UNVERIFIED","X1A","X1A.strand","X1B","X1B.strand","X2","X2.strand","class","clade_color","color"
"MG599916","MG599916.1","Zhejiang chinese fire belly newt astrovirus 2 strain DFRYG3998 ORF1ab gene, partial cds; and capsid protein gene, complete cds","08-NOV-2018","Zhejiang chinese fire belly newt astrovirus 2","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",5038,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.","DFRYG3998","","China",NA,"","","Cynops orientalis","No",2,"No","No","1-649",1,"648-2166",1,"2210-4826",1,"Amphibia",NA,NA
"MG599910","MG599910.1","Hainan black-spectacled toad astrovirus 2 strain HKCCC7872 ORF1ab and capsid protein genes, complete cds","08-NOV-2018","Hainan black-spectacled toad astrovirus 2","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",7476,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.","HKCCC7872","","China",NA,"","","Duttaphrynus melanostictus","No",2,"No","No","5-3212",1,"3211-4735",1,"4758-7269",1,"Amphibia","R",NA
"MH410610","MH410610.1","Goose astrovirus strain AHDY, complete genome","17-OCT-2018","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7288,"Xu,R., Lu,M., Zhang,H., Huang,C., Zhang,L., Li,Z., Bao,E. and Lv,Y.","AHDY","","China: Anhui province",NA,"Aug-2017","liver, spleen, kidney","Gosling","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves",NA,NA
"NC-034567","NC_034567.1","Goose astrovirus isolate FLX, complete sequence","13-AUG-2018","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7299,"Zhang,Y. and Zhang,D.","","FLX","China",NA,"04-Jun-2014","liver","Hortobagy goose","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6992",1,"Aves","B",NA
"NC-012437","NC_012437.1","Duck astrovirus C-NGB, complete genome","13-AUG-2018","Duck astrovirus C-NGB","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A","Duck astrovirus GII.A","Astroviridae",7722,"Fu,Y., Pan,M., Wang,X., Xu,Y., Xie,X. and Zhang,D.","C-NGB","","China",NA,"09-Jul-2008","liver","duck","No",3,"No","No","22-3745",1,"3735-5286",1,"5309-7505",1,"Aves",NA,NA
"NC-005790","NC_005790.1","Turkey astrovirus 2, complete genome","13-AUG-2018","Turkey astrovirus 2","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini","Avastrovirus intestini","Astroviridae",7355,"Koci,M.D., Seal,B.S. and Schultz-Cherry,S.","","","",NA,"","","","No",3,"No","No","20-3398",1,"3397-4936",1,"4954-7129",1,"","B",NA
"NC-002470","NC_002470.1","Turkey astrovirus, complete genome","13-AUG-2018","Turkey astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7003,"Jonassen,C.M.","","provided by Dr. Y.M. Saif, Ohio State University","",NA,"","","turkey","No",3,"No","No","10-3310",1,"3306-4839",1,"4857-6873",1,"Aves","B",NA
"MG934571","MG934571.1","Goose astrovirus isolate GD, complete genome","06-AUG-2018","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Zhang,X., Zhou,H. and Liu,X.","","GD","China: Guangdong",NA,"01-Nov-2017","liver; spleen","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MF768270","MF768270.1","Avian astrovirus strain pigeon/China/20/2014 non-structural polyprotein and capsid protein precursor, genes, complete cds","31-JUL-2018","Avian astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6872,"Wang,K. and Wang,S.","pigeon/China/20/2014","","China",NA,"2014-03-01","","Pigeon","No",2,"No","No","4-3031",1,"3018-4551",1,"4557-6591",1,"Aves","P",NA
"MH052598","MH052598.1","Goose astrovirus strain AstV/SDPY/Goose/1116/17, complete genome","19-JUN-2018","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7252,"Niu,X., Tian,J., Yang,J., Jiang,X., Wang,H., Chen,H., Tang,Y. and Diao,Y.","AstV/SDPY/Goose/1116/17","","China",NA,"16-Nov-2017","","Goose","No",3,"No","No","245-3350",1,"3340-4891",1,"4909-7024",1,"Aves",NA,NA
"MF772821","MF772821.1","Goose astrovirus strain AAstV/Goose/CHN/2017/SD01, partial genome","09-MAY-2018","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7175,"Zhang,Q., Cao,Y., Wang,J., Zhang,L., Fu,G., Sun,M., Meng,L., Huang,Y., Zhou,X., Hu,X. and Su,J.","AAstV/Goose/CHN/2017/SD01","","China: Shandong province",NA,"2017-04","liver","Lande geese","No",3,"No","No","10-3265",1,"3255-4806",1,"4824-6939",1,"Aves",NA,NA
"KY646154","KY646154.1","Duck astrovirus 1 isolate HB2015, complete genome","07-FEB-2018","Duck astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A","Duck astrovirus GII.A","Astroviridae",7754,"Hu,X., Zhang,Q., Zhang,L., Wang,J., Meng,L. and Su,J.","","HB2015","China",NA,"2015","liver lysate","Beijing duck","No",3,"No","No","22-3745",1,"3735-5286",1,"5309-7505",1,"Aves",NA,NA
"KX397576","KX397576.1","Chicken astrovirus isolate CkP5, complete genome","31-JUL-2017","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7499,"Kang,K., Linnemann,E.G., Icard,A.H., Durairaj,V., Mundt,E. and Sellers,H.S.","","CkP5","USA",NA,"","","Gallus gallus","No",3,"No","No","21-3441",1,"3422-4982",1,"5006-7223",1,"Aves",NA,NA
"KX397575","KX397575.1","Chicken astrovirus isolate CC_CkAstV, complete genome","31-JUL-2017","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7499,"Kang,K., Linnemann,E.G., Icard,A.H., Durairaj,V., Mundt,E. and Sellers,H.S.","","CC_CkAstV","USA",NA,"","LMH cells","Gallus gallus","No",3,"No","No","21-3441",1,"3422-4982",1,"5006-7223",1,"Aves","B",NA
"KY271027","KY271027.1","Goose astrovirus isolate FLX, complete sequence","06-MAY-2017","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7299,"Zhang,Y. and Zhang,D.","","FLX","China",NA,"04-Jun-2014","liver","Hortobagy goose","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6992",1,"Aves",NA,NA
"KY038163","KY038163.1","Chicken astrovirus isolate CAstV/INDIA/ANAND/2016, complete genome","04-JAN-2017","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7513,"Patel,A.K., Pandit,R.J., Pandey,V.C., Pal,J.K., Jakhesara,S.J. and Joshi,C.G.","","CAstV/INDIA/ANAND/2016","India",NA,"24-Feb-2016","","Gallus gallus","No",3,"No","No","13-3433",1,"3414-4974",1,"4998-7215",1,"Aves","B",NA
"FJ919228","FJ919228.1","Duck astrovirus 1 strain DA93, complete genome","25-JUL-2016","Duck astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A","Duck astrovirus GII.A","Astroviridae",7722,"Wang,X., Xu,Y., Xie,X., Fu,Y. and Zhang,D.","DA93","","China",NA,"","liver lysate","Duck","No",3,"No","No","22-3745",1,"3735-5286",1,"5309-7505",1,"Aves","B",NA
"FJ919227","FJ919227.1","Duck astrovirus 1 strain DA08, complete genome","25-JUL-2016","Duck astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A","Duck astrovirus GII.A","Astroviridae",7722,"Wang,X., Xu,Y., Xie,X., Fu,Y. and Zhang,D.","DA08","","China",NA,"","liver lysate","Duck","No",3,"No","No","22-3745",1,"3735-5286",1,"5309-7505",1,"Aves","B",NA
"FJ919226","FJ919226.1","Duck astrovirus 1 strain DA07, complete genome","25-JUL-2016","Duck astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A","Duck astrovirus GII.A","Astroviridae",7722,"Wang,X., Xu,Y., Xie,X., Fu,Y. and Zhang,D.","DA07","","China",NA,"","liver lysate","Duck","No",3,"No","No","22-3745",1,"3735-5286",1,"5309-7505",1,"Aves",NA,NA
"FJ919225","FJ919225.1","Duck astrovirus 1 strain DA06, complete genome","25-JUL-2016","Duck astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A","Duck astrovirus GII.A","Astroviridae",7722,"Wang,X., Xu,Y., Xie,X., Fu,Y. and Zhang,D.","DA06","","China",NA,"","liver lysate","Duck","No",3,"No","No","22-3745",1,"3735-5286",1,"5309-7505",1,"Aves",NA,NA
"JF414802","JF414802.1","Chicken astrovirus isolate GA2011, complete genome","16-JUN-2016","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7539,"Kang,K.-I., Icard,A.H., Linnemann,E., Sellers,H.S. and Mundt,E.","","GA2011","USA",NA,"Aug-2007","","Gallus gallus","No",3,"No","No","21-3441",1,"3422-4982",1,"5006-7238",1,"Aves","B",NA
"KM254166","KM254166.1","Astrovirus HK-2014 isolate AstroQ45/2013 non-structural polyprotein and structural polyprotein genes, partial cds","31-JUL-2015","Astrovirus HK-2014","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",5084,"Kim,H., Choi,J., Lee,H. and Kwon,Y.","","AstroQ45/2013","South Korea",NA,"Aug-2013","","Gallus gallus","No",2,"No","No","0-2256",1,"2255-3779",1,"3798-5084",1,"Aves",NA,NA
"JX624774","JX624774.1","Duck astrovirus strain YP2, complete genome","18-JUN-2015","Duck astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini","Avastrovirus intestini","Astroviridae",7287,"Liao,Q. and Zhang,D.","YP2","","China",NA,"","feces","Beijing duck","No",3,"No","No","12-3375",1,"3365-4910",1,"4926-7110",1,"Aves","B",NA
"KM985703","KM985703.1","Avian nephritis virus isolate VIC-6b non-structural polyprotein gene, partial cds; and capsid protein gene, complete cds","18-FEB-2015","Avian nephritis virus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",5251,"Chamings,A.N., Hewson,K.A., O'Rourke,D., Ignjatovic,J. and Noormohammadi,A.H.","","VIC-6b","Australia",NA,"28-Jul-2010","","Gallus gallus","No",2,"No","No","1-1369",1,"1368-2892",1,"2911-4948",1,"Aves",NA,NA
"KM985702","KM985702.1","Avian nephritis virus isolate VIC-6a non-structural polyprotein gene, partial cds; and capsid protein gene, complete cds","18-FEB-2015","Avian nephritis virus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",5256,"Chamings,A.N., Hewson,K.A., O'Rourke,D., Ignjatovic,J. and Noormohammadi,A.H.","","VIC-6a","Australia",NA,"28-Jul-2010","","Gallus gallus","No",2,"No","No","1-1369",1,"1368-2895",1,"2914-4951",1,"Aves",NA,NA
"KJ020899","KJ020899.1","Duck astrovirus CPH, complete genome","04-NOV-2014","Duck astrovirus CPH","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7463,"Liu,N. and Zhang,D.","CPH","","China",NA,"22-Jun-2013","intestinal contents","Duck","No",3,"No","No","19-3445",1,"3435-4986",1,"5006-7244",1,"Aves","B",NA
"KF753807","KF753807.1","Duck astrovirus strain SL5, complete genome","23-APR-2014","Duck astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini","Avastrovirus intestini","Astroviridae",7319,"Liu,N. and Zhang,D.","SL5","","China",NA,"15-Sep-2012","intestine","Duck","No",3,"No","No","21-3363",1,"3353-4901",1,"4916-7097",1,"",NA,NA
"KF753806","KF753806.1","Duck astrovirus strain SL4, complete genome","23-APR-2014","Duck astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini","Avastrovirus intestini","Astroviridae",7319,"Liu,N. and Zhang,D.","SL4","","China",NA,"15-Sep-2012","intestine","Duck","No",3,"No","No","21-3363",1,"3353-4901",1,"4916-7097",1,"","B",NA
"KF753805","KF753805.1","Duck astrovirus strain SL2, complete genome","23-APR-2014","Duck astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini","Avastrovirus intestini","Astroviridae",7319,"Liu,N. and Zhang,D.","SL2","","China",NA,"15-Sep-2012","intestine","Duck","No",3,"No","No","21-3363",1,"3353-4901",1,"4916-7097",1,"",NA,NA
"KF753804","KF753804.1","Duck astrovirus strain SL1, complete genome","23-APR-2014","Duck astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini","Avastrovirus intestini","Astroviridae",7319,"Liu,N. and Zhang,D.","SL1","","China",NA,"15-Sep-2012","intestine","Duck","No",3,"No","No","21-3363",1,"3353-4901",1,"4916-7097",1,"",NA,NA
"JX439643","JX439643.1","Duck astrovirus 1 strain WF1201, complete genome","03-DEC-2012","Duck astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A","Duck astrovirus GII.A","Astroviridae",7752,"Chen,L., Yang,L. and Jiang,S.","WF1201","","China",NA,"01-Jan-2012","liver","Duck","No",3,"No","No","22-3745",1,"3735-5286",1,"5309-7505",1,"Aves",NA,NA
"Y15936","Y15936.2","Avastrovirus 1 complete genome, genomic RNA","05-NOV-2012","Avastrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus meleagridis","Avastrovirus meleagridis","Astroviridae",7003,"Jonassen,C.M.","","","",NA,"","","turkey","No",3,"No","No","10-3310",1,"3300-4839",1,"4857-6873",1,"Aves",NA,NA
"FJ434664","FJ434664.1","Avastrovirus 3 strain C-NGB, complete genome","04-OCT-2012","Avastrovirus 3","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini","Avastrovirus intestini","Astroviridae",7722,"Fu,Y., Pan,M., Wang,X., Xu,Y., Xie,X. and Zhang,D.","C-NGB","","China",NA,"09-Jul-2008","liver","Duck","No",3,"No","No","22-3745",1,"3735-5286",1,"5309-7505",1,"Aves","B",NA
"EU143851","EU143851.1","Turkey astrovirus strain TAstV/VA/99, complete genome","04-OCT-2012","Turkey astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7324,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.","TAstV/VA/99","","",NA,"","","turkey","No",3,"No","No","20-3386",1,"3370-4924",1,"4951-7117",1,"","B",NA
"EU143850","EU143850.1","Turkey astrovirus strain TAstV/TX/00, complete genome","04-OCT-2012","Turkey astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7346,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.","TAstV/TX/00","","",NA,"","","turkey","No",3,"No","No","20-3401",1,"3385-4939",1,"4966-7138",1,"","B",NA
"EU143849","EU143849.1","Turkey astrovirus strain TAstV/PA/01, complete genome","04-OCT-2012","Turkey astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7346,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.","TAstV/PA/01","","",NA,"","","turkey","No",3,"No","No","20-3401",1,"3385-4939",1,"4966-7138",1,"","B",NA
"EU143848","EU143848.1","Turkey astrovirus strain TAstV/MO/01, complete genome","04-OCT-2012","Turkey astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7351,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.","TAstV/MO/01","","",NA,"","","turkey","No",3,"No","No","20-3401",1,"3385-4939",1,"4966-7144",1,"","B",NA
"EU143847","EU143847.1","Turkey astrovirus strain TAstV/MN/01, complete genome","04-OCT-2012","Turkey astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7352,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.","TAstV/MN/01","","",NA,"","","turkey","No",3,"No","No","20-3401",1,"3385-4939",1,"4966-7144",1,"","B",NA
"EU143846","EU143846.1","Turkey astrovirus strain TAstV/MI/01, complete genome","04-OCT-2012","Turkey astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7343,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.","TAstV/MI/01","","",NA,"","","turkey","No",3,"No","No","20-3398",1,"3382-4936",1,"4954-7135",1,"","B",NA
"EU143845","EU143845.1","Turkey astrovirus strain TAstV/CO/01, complete genome","04-OCT-2012","Turkey astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7343,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.","TAstV/CO/01","","",NA,"","","turkey","No",3,"No","No","20-3398",1,"3382-4936",1,"4954-7135",1,"",NA,NA
"EU143844","EU143844.1","Turkey astrovirus strain TAstV/CA/00, complete genome","04-OCT-2012","Turkey astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7339,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.","TAstV/CA/00","","",NA,"","","turkey","No",3,"No","No","20-3398",1,"3382-4936",1,"4963-7135",1,"","B",NA
"EU143843","EU143843.1","Avastrovirus 3 strain TAstV/AK/98, complete genome","04-OCT-2012","Avastrovirus 3","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini","Avastrovirus intestini","Astroviridae",7348,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.","TAstV/AK/98","","",NA,"","","turkey","No",3,"No","No","20-3398",1,"3382-4936",1,"4963-7141",1,"","B",NA
"AF206663","AF206663.2","Avastrovirus 3 polyprotein gene, complete cds; RNA polymerase gene, partial cds; and capsid protein gene, complete cds","04-OCT-2012","Avastrovirus 3","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini","Avastrovirus intestini","Astroviridae",7355,"Koci,M.D., Seal,B.S. and Schultz-Cherry,S.","","","",NA,"","","turkey","No",3,"No","No","20-3398",1,"3352-4936",1,"4954-7129",1,"",NA,NA
"JF832365","JF832365.1","Chicken astrovirus isolate 4175, complete genome","22-JUL-2012","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7008,"Cheng,S., Zavala,G. and Barbosa,T.","","4175","USA: GA",NA,"Nov-2006","","Gallus gallus","No",3,"No","No","16-3442",1,"3432-4986",1,"5010-6945",1,"Aves","B",NA
"HV511037","HV511037.1","JP 2011520430-A/1: Novel avian Astrovirus","29-NOV-2011","Avian nephritis virus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus galli","Avastrovirus galli","Astroviridae",6927,"","","","",NA,"","","","No",0,"No","No","4-3028",1,"3021-4548",1,"4474-6619",1,"",NA,NA
"HQ889774","HQ889774.1","Pigeon avian nephritis virus strain SH10 non-structural polyprotein and structural polyprotein genes, complete cds","17-OCT-2011","Pigeon avian nephritis virus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Chicken astrovirus","Chicken astrovirus","Astroviridae",6928,"Zhao,W., Zhu,A.L. and Hua,X.G.","SH10","","China: Shanghai",NA,"Sep-2010","stool","Pigeon","No",2,"No","No","4-3028",1,"3021-4548",1,"4474-6610",1,"Aves","P","#607D3D"
"HM029238","HM029238.1","Avian nephritis virus 1 from China, complete genome","05-APR-2011","Avian nephritis virus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus galli","Avastrovirus galli","Astroviridae",6941,"Zhao,W., Shan,T., Dai,X., Zhu,A., Yu,Y. and Hua,X.","","","China: Sichuan",NA,"2009","stool","Gallus gallus","No",2,"No","No","13-3048",1,"3048-4575",1,"4594-6637",1,"Aves","P","#CEE8B5"
"AB033998","AB033998.1","Avian nephritis virus 1 genes for structural polyprotein, non-structural polyprotein, complete cds","17-MAY-2006","Avian nephritis virus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus galli","Avastrovirus galli","Astroviridae",6927,"Imada,T., Yamaguchi,S., Mase,M., Tsukamoto,K. and Morooka,A.","G-4260","","",NA,"","","Gallus gallus","No",2,"No","No","16-3025",1,"3027-4551",1,"4570-6622",1,"","P",NA
