ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class
FJ919225,FJ919225.1,"Duck astrovirus 1 strain DA06, complete genome",25-JUL-2016,Duck astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A,Duck astrovirus GII.A,Astroviridae,7722.0,"Wang,X., Xu,Y., Xie,X., Fu,Y. and Zhang,D.",DA06,,China,,,liver lysate,duck,No,3.0,No,No,22-3745,1.0,3735-5286,1.0,5309-7505,1.0,Aves
JF414802,JF414802.1,"Chicken astrovirus isolate GA2011, complete genome",16-JUN-2016,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7539.0,"Kang,K.-I., Icard,A.H., Linnemann,E., Sellers,H.S. and Mundt,E.",,GA2011,USA,,Aug-2007,,chicken,No,3.0,No,No,21-3441,1.0,3422-4982,1.0,5006-7238,1.0,Aves
KM254166,KM254166.1,"Astrovirus HK-2014 isolate AstroQ45/2013 non-structural polyprotein and structural polyprotein genes, partial cds",31-JUL-2015,Astrovirus HK-2014,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5084.0,"Kim,H., Choi,J., Lee,H. and Kwon,Y.",,AstroQ45/2013,South Korea,,Aug-2013,,chicken,No,2.0,No,No,0-2256,1.0,2255-3779,1.0,3798-5084,1.0,Aves
JX624774,JX624774.1,"Duck astrovirus strain YP2, complete genome",18-JUN-2015,Duck astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini,Avastrovirus intestini,Astroviridae,7287.0,"Liao,Q. and Zhang,D.",YP2,,China,,,feces,Pekin duck,No,3.0,No,No,12-3375,1.0,3365-4910,1.0,4926-7110,1.0,Aves
KM985703,KM985703.1,"Avian nephritis virus isolate VIC-6b non-structural polyprotein gene, partial cds; and capsid protein gene, complete cds",18-FEB-2015,Avian nephritis virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,5251.0,"Chamings,A.N., Hewson,K.A., O'Rourke,D., Ignjatovic,J. and Noormohammadi,A.H.",,VIC-6b,Australia,,28-Jul-2010,,Gallus gallus,No,2.0,No,No,1-1369,1.0,1368-2892,1.0,2911-4948,1.0,Aves
KM985702,KM985702.1,"Avian nephritis virus isolate VIC-6a non-structural polyprotein gene, partial cds; and capsid protein gene, complete cds",18-FEB-2015,Avian nephritis virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,5256.0,"Chamings,A.N., Hewson,K.A., O'Rourke,D., Ignjatovic,J. and Noormohammadi,A.H.",,VIC-6a,Australia,,28-Jul-2010,,Gallus gallus,No,2.0,No,No,1-1369,1.0,1368-2895,1.0,2914-4951,1.0,Aves
KJ020899,KJ020899.1,"Duck astrovirus CPH, complete genome",04-NOV-2014,Duck astrovirus CPH,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7463.0,"Liu,N. and Zhang,D.",CPH,,China,,22-Jun-2013,intestinal contents,duck,No,3.0,No,No,19-3445,1.0,3435-4986,1.0,5006-7244,1.0,Aves
KF753807,KF753807.1,"Duck astrovirus strain SL5, complete genome",23-APR-2014,Duck astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini,Avastrovirus intestini,Astroviridae,7319.0,"Liu,N. and Zhang,D.",SL5,,China,,15-Sep-2012,intestine,,No,3.0,No,No,21-3363,1.0,3353-4901,1.0,4916-7097,1.0,
KF753806,KF753806.1,"Duck astrovirus strain SL4, complete genome",23-APR-2014,Duck astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini,Avastrovirus intestini,Astroviridae,7319.0,"Liu,N. and Zhang,D.",SL4,,China,,15-Sep-2012,intestine,,No,3.0,No,No,21-3363,1.0,3353-4901,1.0,4916-7097,1.0,
KF753805,KF753805.1,"Duck astrovirus strain SL2, complete genome",23-APR-2014,Duck astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini,Avastrovirus intestini,Astroviridae,7319.0,"Liu,N. and Zhang,D.",SL2,,China,,15-Sep-2012,intestine,,No,3.0,No,No,21-3363,1.0,3353-4901,1.0,4916-7097,1.0,
KF753804,KF753804.1,"Duck astrovirus strain SL1, complete genome",23-APR-2014,Duck astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini,Avastrovirus intestini,Astroviridae,7319.0,"Liu,N. and Zhang,D.",SL1,,China,,15-Sep-2012,intestine,,No,3.0,No,No,21-3363,1.0,3353-4901,1.0,4916-7097,1.0,
JX439643,JX439643.1,"Duck astrovirus 1 strain WF1201, complete genome",03-DEC-2012,Duck astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A,Duck astrovirus GII.A,Astroviridae,7752.0,"Chen,L., Yang,L. and Jiang,S.",WF1201,,China,,01-Jan-2012,liver,duck,No,3.0,No,No,22-3745,1.0,3735-5286,1.0,5309-7505,1.0,Aves
Y15936,Y15936.2,"Avastrovirus 1 complete genome, genomic RNA",05-NOV-2012,Avastrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus meleagridis,Avastrovirus meleagridis,Astroviridae,7003.0,"Jonassen,C.M.",,,,,,,turkey,No,3.0,No,No,10-3310,1.0,3300-4839,1.0,4857-6873,1.0,Aves
FJ434664,FJ434664.1,"Avastrovirus 3 strain C-NGB, complete genome",04-OCT-2012,Avastrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini,Avastrovirus intestini,Astroviridae,7722.0,"Fu,Y., Pan,M., Wang,X., Xu,Y., Xie,X. and Zhang,D.",C-NGB,,China,,09-Jul-2008,liver,duck,No,3.0,No,No,22-3745,1.0,3735-5286,1.0,5309-7505,1.0,Aves
EU143851,EU143851.1,"Turkey astrovirus strain TAstV/VA/99, complete genome",04-OCT-2012,Turkey astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7324.0,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.",TAstV/VA/99,,,,,,,No,3.0,No,No,20-3386,1.0,3370-4924,1.0,4951-7117,1.0,
EU143850,EU143850.1,"Turkey astrovirus strain TAstV/TX/00, complete genome",04-OCT-2012,Turkey astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7346.0,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.",TAstV/TX/00,,,,,,,No,3.0,No,No,20-3401,1.0,3385-4939,1.0,4966-7138,1.0,
EU143849,EU143849.1,"Turkey astrovirus strain TAstV/PA/01, complete genome",04-OCT-2012,Turkey astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7346.0,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.",TAstV/PA/01,,,,,,,No,3.0,No,No,20-3401,1.0,3385-4939,1.0,4966-7138,1.0,
EU143848,EU143848.1,"Turkey astrovirus strain TAstV/MO/01, complete genome",04-OCT-2012,Turkey astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7351.0,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.",TAstV/MO/01,,,,,,,No,3.0,No,No,20-3401,1.0,3385-4939,1.0,4966-7144,1.0,
EU143847,EU143847.1,"Turkey astrovirus strain TAstV/MN/01, complete genome",04-OCT-2012,Turkey astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7352.0,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.",TAstV/MN/01,,,,,,,No,3.0,No,No,20-3401,1.0,3385-4939,1.0,4966-7144,1.0,
EU143846,EU143846.1,"Turkey astrovirus strain TAstV/MI/01, complete genome",04-OCT-2012,Turkey astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7343.0,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.",TAstV/MI/01,,,,,,,No,3.0,No,No,20-3398,1.0,3382-4936,1.0,4954-7135,1.0,
EU143845,EU143845.1,"Turkey astrovirus strain TAstV/CO/01, complete genome",04-OCT-2012,Turkey astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7343.0,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.",TAstV/CO/01,,,,,,,No,3.0,No,No,20-3398,1.0,3382-4936,1.0,4954-7135,1.0,
EU143844,EU143844.1,"Turkey astrovirus strain TAstV/CA/00, complete genome",04-OCT-2012,Turkey astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7339.0,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.",TAstV/CA/00,,,,,,,No,3.0,No,No,20-3398,1.0,3382-4936,1.0,4963-7135,1.0,
EU143843,EU143843.1,"Avastrovirus 3 strain TAstV/AK/98, complete genome",04-OCT-2012,Avastrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini,Avastrovirus intestini,Astroviridae,7348.0,"Koci,M.D., Srain,E., Kelley,L.A., Schultz-Cherry,S. and Muse,S.V.",TAstV/AK/98,,,,,,,No,3.0,No,No,20-3398,1.0,3382-4936,1.0,4963-7141,1.0,
AF206663,AF206663.2,"Avastrovirus 3 polyprotein gene, complete cds; RNA polymerase gene, partial cds; and capsid protein gene, complete cds",04-OCT-2012,Avastrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini,Avastrovirus intestini,Astroviridae,7355.0,"Koci,M.D., Seal,B.S. and Schultz-Cherry,S.",,,,,,,,No,3.0,No,No,20-3398,1.0,3352-4936,1.0,4954-7129,1.0,
JF832365,JF832365.1,"Chicken astrovirus isolate 4175, complete genome",22-JUL-2012,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7008.0,"Cheng,S., Zavala,G. and Barbosa,T.",,4175,USA: GA,,Nov-2006,,Gallus gallus,No,3.0,No,No,16-3442,1.0,3432-4986,1.0,5010-6945,1.0,Aves
HV511037,HV511037.1,JP 2011520430-A/1: Novel avian Astrovirus,29-NOV-2011,Avian nephritis virus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus galli,Avastrovirus galli,Astroviridae,6927.0,,,,,,,,,No,0.0,No,No,4-3028,1.0,3021-4548,1.0,4474-6619,1.0,
HQ889774,HQ889774.1,"Pigeon avian nephritis virus strain SH10 non-structural polyprotein and structural polyprotein genes, complete cds",17-OCT-2011,Pigeon avian nephritis virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Chicken astrovirus,Chicken astrovirus,Astroviridae,6928.0,"Zhao,W., Zhu,A.L. and Hua,X.G.",SH10,,China: Shanghai,,Sep-2010,stool,pigeon,No,2.0,No,No,4-3028,1.0,3021-4548,1.0,4474-6610,1.0,Aves
HM029238,HM029238.1,"Avian nephritis virus 1 from China, complete genome",05-APR-2011,Avian nephritis virus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus galli,Avastrovirus galli,Astroviridae,6941.0,"Zhao,W., Shan,T., Dai,X., Zhu,A., Yu,Y. and Hua,X.",,,China: Sichuan,,2009,stool,chicken,No,2.0,No,No,13-3048,1.0,3048-4575,1.0,4594-6637,1.0,Aves
AB033998,AB033998.1,"Avian nephritis virus 1 genes for structural polyprotein, non-structural polyprotein, complete cds",17-MAY-2006,Avian nephritis virus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus galli,Avastrovirus galli,Astroviridae,6927.0,"Imada,T., Yamaguchi,S., Mase,M., Tsukamoto,K. and Morooka,A.",G-4260,,,,,,,No,2.0,No,No,16-3025,1.0,3027-4551,1.0,4570-6622,1.0,
